Freq.	Ic(Q8)
Step Information: Cl=1µ  (Step: 1/2)
4.07380277804111e+01	(8.40208375907698e+01dB,-7.35161438351722e+01°)
4.16869383470333e+01	(8.38367434599937e+01dB,-7.38752381600569e+01°)
4.26579518801591e+01	(8.36519880461377e+01dB,-7.42275015322093e+01°)
4.36515832240164e+01	(8.34665966620902e+01dB,-7.45730161419559e+01°)
4.46683592150961e+01	(8.32805938310814e+01dB,-7.49118665698863e+01°)
4.57088189614873e+01	(8.30940032963904e+01dB,-7.52441395310332e+01°)
4.67735141287196e+01	(8.29068480323421e+01dB,-7.55699236313825e+01°)
4.78630092322636e+01	(8.27191502564279e+01dB,-7.58893091361236e+01°)
4.89778819368444e+01	(8.25309314424520e+01dB,-7.62023877513404e+01°)
5.01187233627270e+01	(8.23422123344460e+01dB,-7.65092524147788e+01°)
5.12861383991362e+01	(8.21530129614090e+01dB,-7.68099971003069e+01°)
5.24807460249770e+01	(8.19633526526550e+01dB,-7.71047166336757e+01°)
5.37031796370250e+01	(8.17732500536093e+01dB,-7.73935065171289e+01°)
5.49540873857622e+01	(8.15827231420995e+01dB,-7.76764627664312e+01°)
5.62341325190346e+01	(8.13917892449612e+01dB,-7.79536817586266e+01°)
5.75439937337154e+01	(8.12004650548339e+01dB,-7.82252600872277e+01°)
5.88843655355586e+01	(8.10087666471938e+01dB,-7.84912944293525e+01°)
6.02559586074355e+01	(8.08167094974414e+01dB,-7.87518814209817e+01°)
6.16595001861479e+01	(8.06243084980677e+01dB,-7.90071175417861e+01°)
6.30957344480190e+01	(8.04315779757319e+01dB,-7.92570990065702e+01°)
6.45654229034652e+01	(8.02385317083550e+01dB,-7.95019216675142e+01°)
6.60693448007593e+01	(8.00451829420052e+01dB,-7.97416809212113e+01°)
6.76082975391978e+01	(7.98515444077147e+01dB,-7.99764716257435e+01°)
6.91830970918933e+01	(7.96576283380122e+01dB,-8.02063880221013e+01°)
7.07945784384134e+01	(7.94634464833144e+01dB,-8.04315236648871e+01°)
7.24435960074986e+01	(7.92690101279826e+01dB,-8.06519713565130e+01°)
7.41310241300914e+01	(7.90743301061747e+01dB,-8.08678230900808e+01°)
7.58577575029180e+01	(7.88794168173280e+01dB,-8.10791699951883e+01°)
7.76247116628688e+01	(7.86842802413871e+01dB,-8.12861022914511e+01°)
7.94328234724277e+01	(7.84889299536576e+01dB,-8.14887092454648e+01°)
8.12830516164095e+01	(7.82933751393207e+01dB,-8.16870791323506e+01°)
8.31763771102667e+01	(7.80976246076249e+01dB,-8.18812992031491e+01°)
8.51138038202372e+01	(7.79016868056785e+01dB,-8.20714556549365e+01°)
8.70963589956076e+01	(7.77055698319002e+01dB,-8.22576336052873e+01°)
8.91250938133741e+01	(7.75092814490897e+01dB,-8.24399170708448e+01°)
9.12010839355905e+01	(7.73128290971253e+01dB,-8.26183889478940e+01°)
9.33254300796986e+01	(7.71162199053052e+01dB,-8.27931309982187e+01°)
9.54992586021431e+01	(7.69194607042967e+01dB,-8.29642238360920e+01°)
9.77237220955805e+01	(7.67225580377324e+01dB,-8.31317469186054e+01°)
9.99999999999995e+01	(7.65255181734273e+01dB,-8.32957785390222e+01°)
1.02329299228075e+02	(7.63283471142459e+01dB,-8.34563958218350e+01°)
1.04712854805089e+02	(7.61310506086039e+01dB,-8.36136747201773e+01°)
1.07151930523760e+02	(7.59336341606269e+01dB,-8.37676900163251e+01°)
1.09647819614318e+02	(7.57361030399411e+01dB,-8.39185153214667e+01°)
1.12201845430196e+02	(7.55384622911647e+01dB,-8.40662230807722e+01°)
1.14815362149688e+02	(7.53407167430199e+01dB,-8.42108845768050e+01°)
1.17489755493952e+02	(7.51428710171622e+01dB,-8.43525699370928e+01°)
1.20226443461741e+02	(7.49449295366565e+01dB,-8.44913481403720e+01°)
1.23026877081237e+02	(7.47468965341752e+01dB,-8.46272870267631e+01°)
1.25892541179416e+02	(7.45487760598645e+01dB,-8.47604533070417e+01°)
1.28824955169313e+02	(7.43505719889468e+01dB,-8.48909125741536e+01°)
1.31825673855640e+02	(7.41522880290171e+01dB,-8.50187293150428e+01°)
1.34896288259165e+02	(7.39539277270641e+01dB,-8.51439669234012e+01°)
1.38038426460288e+02	(7.37554944762348e+01dB,-8.52666877136923e+01°)
1.41253754462275e+02	(7.35569915223292e+01dB,-8.53869529355857e+01°)
1.44543977074592e+02	(7.33584219700428e+01dB,-8.55048227881847e+01°)
1.47910838816820e+02	(7.31597887889620e+01dB,-8.56203564367724e+01°)
1.51356124843620e+02	(7.29610948193373e+01dB,-8.57336120276267e+01°)
1.54881661891247e+02	(7.27623427776141e+01dB,-8.58446467056612e+01°)
1.58489319246110e+02	(7.25635352617420e+01dB,-8.59535166305568e+01°)
1.62181009735892e+02	(7.23646747562896e+01dB,-8.60602769944158e+01°)
1.65958690743755e+02	(7.21657636373290e+01dB,-8.61649820393696e+01°)
1.69824365246173e+02	(7.19668041771398e+01dB,-8.62676850747228e+01°)
1.73780082874936e+02	(7.17677985487211e+01dB,-8.63684384960575e+01°)
1.77827941003891e+02	(7.15687488301072e+01dB,-8.64672938026162e+01°)
1.81970085860997e+02	(7.13696570085245e+01dB,-8.65643016161337e+01°)
1.86208713666286e+02	(7.11705249843613e+01dB,-8.66595116989256e+01°)
1.90546071796323e+02	(7.09713545749859e+01dB,-8.67529729730160e+01°)
1.94984459975803e+02	(7.07721475184049e+01dB,-8.68447335381735e+01°)
1.99526231496887e+02	(7.05729054767601e+01dB,-8.69348406912185e+01°)
2.04173794466952e+02	(7.03736300396971e+01dB,-8.70233409444573e+01°)
2.08929613085403e+02	(7.01743227275803e+01dB,-8.71102800444751e+01°)
2.13796208950222e+02	(6.99749849945833e+01dB,-8.71957029907912e+01°)
2.18776162394954e+02	(6.97756182316407e+01dB,-8.72796540547915e+01°)
2.23872113856832e+02	(6.95762237692872e+01dB,-8.73621767982407e+01°)
2.29086765276776e+02	(6.93768028803718e+01dB,-8.74433140921940e+01°)
2.34422881531991e+02	(6.91773567826616e+01dB,-8.75231081350193e+01°)
2.39883291901947e+02	(6.89778866413354e+01dB,-8.76016004713232e+01°)
2.45470891568501e+02	(6.87783935713696e+01dB,-8.76788320103866e+01°)
2.51188643150956e+02	(6.85788786398331e+01dB,-8.77548430449224e+01°)
2.57039578276885e+02	(6.83793428680832e+01dB,-8.78296732678770e+01°)
2.63026799189536e+02	(6.81797872338599e+01dB,-8.79033617922506e+01°)
2.69153480392690e+02	(6.79802126733066e+01dB,-8.79759471688202e+01°)
2.75422870333815e+02	(6.77806200829068e+01dB,-8.80474674031152e+01°)
2.81838293126443e+02	(6.75810103213265e+01dB,-8.81179599744218e+01°)
2.88403150312659e+02	(6.73813842111935e+01dB,-8.81874618532082e+01°)
2.95120922666637e+02	(6.71817425407985e+01dB,-8.82560095187661e+01°)
3.01995172040200e+02	(6.69820860657285e+01dB,-8.83236389767627e+01°)
3.09029543251357e+02	(6.67824155104279e+01dB,-8.83903857768510e+01°)
3.16227766016836e+02	(6.65827315697067e+01dB,-8.84562850295760e+01°)
3.23593656929626e+02	(6.63830349101708e+01dB,-8.85213714246225e+01°)
3.31131121482589e+02	(6.61833261716091e+01dB,-8.85856792473352e+01°)
3.38844156139200e+02	(6.59836059683230e+01dB,-8.86492423958000e+01°)
3.46736850452529e+02	(6.57838748903951e+01dB,-8.87120943979518e+01°)
3.54813389233573e+02	(6.55841335049135e+01dB,-8.87742684288067e+01°)
3.63078054770099e+02	(6.53843823571441e+01dB,-8.88357973272889e+01°)
3.71535229097170e+02	(6.51846219716673e+01dB,-8.88967136123696e+01°)
3.80189396320558e+02	(6.49848528534521e+01dB,-8.89570495008425e+01°)
3.89045144994278e+02	(6.47850754889088e+01dB,-8.90168369232532e+01°)
3.98107170553494e+02	(6.45852903468868e+01dB,-8.90761075408107e+01°)
4.07380277804110e+02	(6.43854978796457e+01dB,-8.91348927617483e+01°)
4.16869383470332e+02	(6.41856985237803e+01dB,-8.91932237583612e+01°)
4.26579518801589e+02	(6.39858927011185e+01dB,-8.92511314830231e+01°)
4.36515832240163e+02	(6.37860808195851e+01dB,-8.93086466850841e+01°)
4.46683592150960e+02	(6.35862632740344e+01dB,-8.93657999269153e+01°)
4.57088189614872e+02	(6.33864404470436e+01dB,-8.94226216014790e+01°)
4.67735141287195e+02	(6.31866127097096e+01dB,-8.94791419467698e+01°)
4.78630092322635e+02	(6.29867804223634e+01dB,-8.95353910653039e+01°)
4.89778819368442e+02	(6.27869439353286e+01dB,-8.95913989374052e+01°)
5.01187233627268e+02	(6.25871035895944e+01dB,-8.96471954400369e+01°)
5.12861383991361e+02	(6.23872597174896e+01dB,-8.97028103635296e+01°)
5.24807460249769e+02	(6.21874126433492e+01dB,-8.97582734270528e+01°)
5.37031796370249e+02	(6.19875626841415e+01dB,-8.98136142955778e+01°)
5.49540873857620e+02	(6.17877101500614e+01dB,-8.98688625986044e+01°)
5.62341325190345e+02	(6.15878553451548e+01dB,-8.99240479439182e+01°)
5.75439937337152e+02	(6.13879985678472e+01dB,-8.99791999387420e+01°)
5.88843655355584e+02	(6.11881401115490e+01dB,-9.00343482024201e+01°)
6.02559586074353e+02	(6.09882802651362e+01dB,-9.00895223885792e+01°)
6.16595001861477e+02	(6.07884193135170e+01dB,-9.01447521987112e+01°)
6.30957344480188e+02	(6.05885575380979e+01dB,-9.02000674028111e+01°)
6.45654229034650e+02	(6.03886952172947e+01dB,-9.02554978553836e+01°)
6.60693448007591e+02	(6.01888326269891e+01dB,-9.03110735143433e+01°)
6.76082975391976e+02	(5.99889700409714e+01dB,-9.03668244604214e+01°)
6.91830970918931e+02	(5.97891077314002e+01dB,-9.04227809137564e+01°)
7.07945784384132e+02	(5.95892459691935e+01dB,-9.04789732551003e+01°)
7.24435960074984e+02	(5.93893850244487e+01dB,-9.05354320433881e+01°)
7.41310241300911e+02	(5.91895251668193e+01dB,-9.05921880361955e+01°)
7.58577575029177e+02	(5.89896666658739e+01dB,-9.06492722097585e+01°)
7.76247116628685e+02	(5.87898097914667e+01dB,-9.07067157775540e+01°)
7.94328234724275e+02	(5.85899548140134e+01dB,-9.07645502147794e+01°)
8.12830516164092e+02	(5.83901020048533e+01dB,-9.08228072749275e+01°)
8.31763771102664e+02	(5.81902516364780e+01dB,-9.08815190152074e+01°)
8.51138038202369e+02	(5.79904039828306e+01dB,-9.09407178156165e+01°)
8.70963589956073e+02	(5.77905593195065e+01dB,-9.10004364034203e+01°)
8.91250938133738e+02	(5.75907179239495e+01dB,-9.10607078764050e+01°)
9.12010839355902e+02	(5.73908800756659e+01dB,-9.11215657237902e+01°)
9.33254300796983e+02	(5.71910460562966e+01dB,-9.11830438545008e+01°)
9.54992586021428e+02	(5.69912161497613e+01dB,-9.12451766189935e+01°)
9.77237220955802e+02	(5.67913906422946e+01dB,-9.13079988363336e+01°)
9.99999999999991e+02	(5.65915698224725e+01dB,-9.13715458195504e+01°)
1.02329299228075e+03	(5.63917539811784e+01dB,-9.14358534026046e+01°)
1.04712854805089e+03	(5.61919434114628e+01dB,-9.15009579709729e+01°)
1.07151930523760e+03	(5.59921384084938e+01dB,-9.15668964847693e+01°)
1.09647819614318e+03	(5.57923392692397e+01dB,-9.16337065139798e+01°)
1.12201845430195e+03	(5.55925462922469e+01dB,-9.17014262653477e+01°)
1.14815362149687e+03	(5.53927597772768e+01dB,-9.17700946138591e+01°)
1.17489755493952e+03	(5.51929800248051e+01dB,-9.18397511376365e+01°)
1.20226443461740e+03	(5.49932073355463e+01dB,-9.19104361479634e+01°)
1.23026877081237e+03	(5.47934420097721e+01dB,-9.19821907253971e+01°)
1.25892541179416e+03	(5.45936843465374e+01dB,-9.20550567559890e+01°)
1.28824955169312e+03	(5.43939346428386e+01dB,-9.21290769660179e+01°)
1.31825673855640e+03	(5.41941931925501e+01dB,-9.22042949618837e+01°)
1.34896288259164e+03	(5.39944602852885e+01dB,-9.22807552677984e+01°)
1.38038426460287e+03	(5.37947362050426e+01dB,-9.23585033677504e+01°)
1.41253754462274e+03	(5.35950212287017e+01dB,-9.24375857458541e+01°)
1.44543977074591e+03	(5.33953156243326e+01dB,-9.25180499301082e+01°)
1.47910838816819e+03	(5.31956196492998e+01dB,-9.25999445356170e+01°)
1.51356124843619e+03	(5.29959335480061e+01dB,-9.26833193152602e+01°)
1.54881661891247e+03	(5.27962575496619e+01dB,-9.27682252003527e+01°)
1.58489319246110e+03	(5.25965918654866e+01dB,-9.28547143548537e+01°)
1.62181009735891e+03	(5.23969366857136e+01dB,-9.29428402269356e+01°)
1.65958690743754e+03	(5.21972921765336e+01dB,-9.30326575925106e+01°)
1.69824365246173e+03	(5.19976584760978e+01dB,-9.31242226221095e+01°)
1.73780082874936e+03	(5.17980356909123e+01dB,-9.32175929217135e+01°)
1.77827941003891e+03	(5.15984238910110e+01dB,-9.33128276038989e+01°)
1.81970085860997e+03	(5.13988231054782e+01dB,-9.34099873330613e+01°)
1.86208713666285e+03	(5.11992333168094e+01dB,-9.35091343960501e+01°)
1.90546071796323e+03	(5.09996544553041e+01dB,-9.36103327556408e+01°)
1.94984459975803e+03	(5.08000863925350e+01dB,-9.37136481185664e+01°)
1.99526231496886e+03	(5.06005289344749e+01dB,-9.38191479963018e+01°)
2.04173794466951e+03	(5.04009818138605e+01dB,-9.39269017721164e+01°)
2.08929613085402e+03	(5.02014446819541e+01dB,-9.40369807667643e+01°)
2.13796208950221e+03	(5.00019170995275e+01dB,-9.41494583072428e+01°)
2.18776162394953e+03	(4.98023985271106e+01dB,-9.42644097953769e+01°)
2.23872113856832e+03	(4.96028883146261e+01dB,-9.43819127721203e+01°)
2.29086765276775e+03	(4.94033856897853e+01dB,-9.45020469925167e+01°)
2.34422881531990e+03	(4.92038897456678e+01dB,-9.46248944981350e+01°)
2.39883291901947e+03	(4.90043994279001e+01dB,-9.47505396748992e+01°)
2.45470891568501e+03	(4.88049135199505e+01dB,-9.48790693335266e+01°)
2.51188643150955e+03	(4.86054306278587e+01dB,-9.50105727757570e+01°)
2.57039578276884e+03	(4.84059491640935e+01dB,-9.51451418542063e+01°)
2.63026799189535e+03	(4.82064673293973e+01dB,-9.52828710508256e+01°)
2.69153480392689e+03	(4.80069830944238e+01dB,-9.54238575293187e+01°)
2.75422870333814e+03	(4.78074941793984e+01dB,-9.55682012020112e+01°)
2.81838293126442e+03	(4.76079980328975e+01dB,-9.57160047836684e+01°)
2.88403150312658e+03	(4.74084918088206e+01dB,-9.58673738516705e+01°)
2.95120922666635e+03	(4.72089723426392e+01dB,-9.60224168871010e+01°)
3.01995172040198e+03	(4.70094361255677e+01dB,-9.61812453257773e+01°)
3.09029543251356e+03	(4.68098792778114e+01dB,-9.63439735911791e+01°)
3.16227766016835e+03	(4.66102975200786e+01dB,-9.65107191268835e+01°)
3.23593656929625e+03	(4.64106861436421e+01dB,-9.66816024213652e+01°)
3.31131121482588e+03	(4.62110399791885e+01dB,-9.68567470178925e+01°)
3.38844156139199e+03	(4.60113533640341e+01dB,-9.70362795196406e+01°)
3.46736850452528e+03	(4.58116201076402e+01dB,-9.72203295879123e+01°)
3.54813389233572e+03	(4.56118334566930e+01dB,-9.74090299120503e+01°)
3.63078054770097e+03	(4.54119860577580e+01dB,-9.76025161855574e+01°)
3.71535229097168e+03	(4.52120699191373e+01dB,-9.78009270591491e+01°)
3.80189396320557e+03	(4.50120763722121e+01dB,-9.80044040687987e+01°)
3.89045144994276e+03	(4.48119960304263e+01dB,-9.82130915674080e+01°)
3.98107170553493e+03	(4.46118187484937e+01dB,-9.84271366208433e+01°)
4.07380277804108e+03	(4.44115335802359e+01dB,-9.86466888930533e+01°)
4.16869383470331e+03	(4.42111287361856e+01dB,-9.88719005064810e+01°)
4.26579518801588e+03	(4.40105915405268e+01dB,-9.91029258847826e+01°)
4.36515832240161e+03	(4.38099083876998e+01dB,-9.93399215736543e+01°)
4.46683592150958e+03	(4.36090646997605e+01dB,-9.95830460306129e+01°)
4.57088189614870e+03	(4.34080448829090e+01dB,-9.98324594035356e+01°)
4.67735141287193e+03	(4.32068322863306e+01dB,-1.00088323263315e+02°)
4.78630092322633e+03	(4.30054091595549e+01dB,-1.00350800341030e+02°)
4.89778819368441e+03	(4.28037566135012e+01dB,-1.00620054206683e+02°)
5.01187233627267e+03	(4.26018545813863e+01dB,-1.00896248943953e+02°)
5.12861383991359e+03	(4.23996817821693e+01dB,-1.01179548790225e+02°)
5.24807460249767e+03	(4.21972156864585e+01dB,-1.01470117748349e+02°)
5.37031796370247e+03	(4.19944324847412e+01dB,-1.01768119175666e+02°)
5.49540873857618e+03	(4.17913070582658e+01dB,-1.02073715352471e+02°)
5.62341325190343e+03	(4.15878129546040e+01dB,-1.02387067012552e+02°)
5.75439937337150e+03	(4.13839223654685e+01dB,-1.02708332865103e+02°)
5.88843655355582e+03	(4.11796061104812e+01dB,-1.03037669077576e+02°)
6.02559586074351e+03	(4.09748336237108e+01dB,-1.03375228756504e+02°)
6.16595001861475e+03	(4.07695729450042e+01dB,-1.03721161409256e+02°)
6.30957344480186e+03	(4.05637907197421e+01dB,-1.04075612357628e+02°)
6.45654229034648e+03	(4.03574521993440e+01dB,-1.04438722185541e+02°)
6.60693448007588e+03	(4.01505212513863e+01dB,-1.04810626136881e+02°)
6.76082975391974e+03	(3.99429603731700e+01dB,-1.05191453528763e+02°)
6.91830970918928e+03	(3.97347307138031e+01dB,-1.05581327139008e+02°)
7.07945784384129e+03	(3.95257921003272e+01dB,-1.05980362611753e+02°)
7.24435960074981e+03	(3.93161030714278e+01dB,-1.06388667852982e+02°)
7.41310241300908e+03	(3.91056209195266e+01dB,-1.06806342416157e+02°)
7.58577575029174e+03	(3.88943017344764e+01dB,-1.07233476935512e+02°)
7.76247116628682e+03	(3.86821004592515e+01dB,-1.07670152526484e+02°)
7.94328234724272e+03	(3.84689709482684e+01dB,-1.08116440230252e+02°)
8.12830516164089e+03	(3.82548660355009e+01dB,-1.08572400449535e+02°)
8.31763771102661e+03	(3.80397376041932e+01dB,-1.09038082440323e+02°)
8.51138038202366e+03	(3.78235366667919e+01dB,-1.09513523796233e+02°)
8.70963589956070e+03	(3.76062134485561e+01dB,-1.09998749973212e+02°)
8.91250938133734e+03	(3.73877174765945e+01dB,-1.10493773846259e+02°)
9.12010839355898e+03	(3.71679976751810e+01dB,-1.10998595289982e+02°)
9.33254300796979e+03	(3.69470024634701e+01dB,-1.11513200809280e+02°)
9.54992586021424e+03	(3.67246798623675e+01dB,-1.12037563177715e+02°)
9.77237220955798e+03	(3.65009775982926e+01dB,-1.12571641160301e+02°)
9.99999999999987e+03	(3.62758432190177e+01dB,-1.13115379224886e+02°)
1.02329299228074e+04	(3.60492242032092e+01dB,-1.13668707353105e+02°)
1.04712854805089e+04	(3.58210680837022e+01dB,-1.14231540833194e+02°)
1.07151930523759e+04	(3.55913225649998e+01dB,-1.14803780143116e+02°)
1.09647819614317e+04	(3.53599356418188e+01dB,-1.15385310887038e+02°)
1.12201845430195e+04	(3.51268557298223e+01dB,-1.15976003718507e+02°)
1.14815362149687e+04	(3.48920317840158e+01dB,-1.16575714386408e+02°)
1.17489755493951e+04	(3.46554134279286e+01dB,-1.17184283774287e+02°)
1.20226443461740e+04	(3.44169510763531e+01dB,-1.17801538023928e+02°)
1.23026877081237e+04	(3.41765960643375e+01dB,-1.18427288676887e+02°)
1.25892541179415e+04	(3.39343007692007e+01dB,-1.19061332894768e+02°)
1.28824955169312e+04	(3.36900187360258e+01dB,-1.19703453710808e+02°)
1.31825673855639e+04	(3.34437047983430e+01dB,-1.20353420341011e+02°)
1.34896288259164e+04	(3.31953152023356e+01dB,-1.21010988527171e+02°)
1.38038426460287e+04	(3.29448077187364e+01dB,-1.21675900965026e+02°)
1.41253754462274e+04	(3.26921417653544e+01dB,-1.22347887730373e+02°)
1.44543977074591e+04	(3.24372785127587e+01dB,-1.23026666804768e+02°)
1.47910838816819e+04	(3.21801809968130e+01dB,-1.23711944606221e+02°)
1.51356124843619e+04	(3.19208142178005e+01dB,-1.24403416603730e+02°)
1.54881661891246e+04	(3.16591452437270e+01dB,-1.25100767937902e+02°)
1.58489319246109e+04	(3.13951433009045e+01dB,-1.25803674118252e+02°)
1.62181009735891e+04	(3.11287798624381e+01dB,-1.26511801744703e+02°)
1.65958690743754e+04	(3.08600287296494e+01dB,-1.27224809271082e+02°)
1.69824365246172e+04	(3.05888661070348e+01dB,-1.27942347806246e+02°)
1.73780082874935e+04	(3.03152706679091e+01dB,-1.28664061956478e+02°)
1.77827941003890e+04	(3.00392236128182e+01dB,-1.29389590694723e+02°)
1.81970085860996e+04	(2.97607087255078e+01dB,-1.30118568241103e+02°)
1.86208713666284e+04	(2.94797124086117e+01dB,-1.30850625005588e+02°)
1.90546071796322e+04	(2.91962237238689e+01dB,-1.31585388506359e+02°)
1.94984459975802e+04	(2.89102344119157e+01dB,-1.32322484340891e+02°)
1.99526231496885e+04	(2.86217389089161e+01dB,-1.33061537146222e+02°)
2.04173794466950e+04	(2.83307343509270e+01dB,-1.33802171577731e+02°)
2.08929613085401e+04	(2.80372205715547e+01dB,-1.34544013278243e+02°)
2.13796208950220e+04	(2.77412000859068e+01dB,-1.35286689851398e+02°)
2.18776162394952e+04	(2.74426780665829e+01dB,-1.36029831829755e+02°)
2.23872113856831e+04	(2.71416623101292e+01dB,-1.36773073621467e+02°)
2.29086765276774e+04	(2.68381631955142e+01dB,-1.37516054435948e+02°)
2.34422881531989e+04	(2.65321936283062e+01dB,-1.38258419201727e+02°)
2.39883291901946e+04	(2.62237689849493e+01dB,-1.38999819430203e+02°)
2.45470891568500e+04	(2.59129070363219e+01dB,-1.39739914076521e+02°)
2.51188643150954e+04	(2.55996278740470e+01dB,-1.40478370340255e+02°)
2.57039578276883e+04	(2.52839538268109e+01dB,-1.41214864424588e+02°)
2.63026799189534e+04	(2.49659093645142e+01dB,-1.41949082270984e+02°)
2.69153480392688e+04	(2.46455210011305e+01dB,-1.42680720226369e+02°)
2.75422870333813e+04	(2.43228171921367e+01dB,-1.43409485662070e+02°)
2.81838293126441e+04	(2.39978282238037e+01dB,-1.44135097551337e+02°)
2.88403150312656e+04	(2.36705861000911e+01dB,-1.44857286977023e+02°)
2.95120922666634e+04	(2.33411244290576e+01dB,-1.45575797590579e+02°)
3.01995172040197e+04	(2.30094782983784e+01dB,-1.46290386016814e+02°)
3.09029543251354e+04	(2.26756841611809e+01dB,-1.47000822190249e+02°)
3.16227766016833e+04	(2.23397797057106e+01dB,-1.47706889649900e+02°)
3.23593656929623e+04	(2.20018037387485e+01dB,-1.48408385760739e+02°)
3.31131121482586e+04	(2.16617960598010e+01dB,-1.49105121890663e+02°)
3.38844156139197e+04	(2.13197973394918e+01dB,-1.49796923530189e+02°)
3.46736850452526e+04	(2.09758489987279e+01dB,-1.50483630358858e+02°)
3.54813389233570e+04	(2.06299930934948e+01dB,-1.51165096255136e+02°)
3.63078054770096e+04	(2.02822721923630e+01dB,-1.51841189276049e+02°)
3.71535229097167e+04	(1.99327292704287e+01dB,-1.52511791566016e+02°)
3.80189396320555e+04	(1.95814075957726e+01dB,-1.53176799245249e+02°)
3.89045144994275e+04	(1.92283506253387e+01dB,-1.53836122245121e+02°)
3.98107170553491e+04	(1.88736019025976e+01dB,-1.54489684110625e+02°)
4.07380277804107e+04	(1.85172049619632e+01dB,-1.55137421770671e+02°)
4.16869383470329e+04	(1.81592032362825e+01dB,-1.55779285277391e+02°)
4.26579518801586e+04	(1.77996399681553e+01dB,-1.56415237515644e+02°)
4.36515832240159e+04	(1.74385581279713e+01dB,-1.57045253891767e+02°)
4.46683592150956e+04	(1.70760003410511e+01dB,-1.57669321996808e+02°)
4.57088189614868e+04	(1.67120088068908e+01dB,-1.58287441264841e+02°)
4.67735141287191e+04	(1.63466252398608e+01dB,-1.58899622595733e+02°)
4.78630092322631e+04	(1.59798908047513e+01dB,-1.59505887985803e+02°)
4.89778819368439e+04	(1.56118460585747e+01dB,-1.60106270136283e+02°)
5.01187233627264e+04	(1.52425309020742e+01dB,-1.60700812064736e+02°)
5.12861383991357e+04	(1.48719845281699e+01dB,-1.61289566704421e+02°)
5.24807460249764e+04	(1.45002453835803e+01dB,-1.61872596507979e+02°)
5.37031796370244e+04	(1.41273511299645e+01dB,-1.62449973043150e+02°)
5.49540873857616e+04	(1.37533386112974e+01dB,-1.63021776601640e+02°)
5.62341325190340e+04	(1.33782438211446e+01dB,-1.63588095808442e+02°)
5.75439937337148e+04	(1.30021018807122e+01dB,-1.64149027227716e+02°)
5.88843655355580e+04	(1.26249470180193e+01dB,-1.64704674986036e+02°)
6.02559586074348e+04	(1.22468125451557e+01dB,-1.65255150404257e+02°)
6.16595001861472e+04	(1.18677308504754e+01dB,-1.65800571629905e+02°)
6.30957344480183e+04	(1.14877333798703e+01dB,-1.66341063282227e+02°)
6.45654229034645e+04	(1.11068506340400e+01dB,-1.66876756125332e+02°)
6.60693448007586e+04	(1.07251121552670e+01dB,-1.67407786721237e+02°)
6.76082975391971e+04	(1.03425465335313e+01dB,-1.67934297124526e+02°)
6.91830970918925e+04	(9.95918139502854e+00dB,-1.68456434575241e+02°)
7.07945784384127e+04	(9.57504341033614e+00dB,-1.68974351207617e+02°)
7.24435960074979e+04	(9.19015829052233e+00dB,-1.69488203765586e+02°)
7.41310241300906e+04	(8.80455079638123e+00dB,-1.69998153349774e+02°)
7.58577575029172e+04	(8.41824474087004e+00dB,-1.70504365165978e+02°)
7.76247116628679e+04	(8.03126299514470e+00dB,-1.71007008273916e+02°)
7.94328234724269e+04	(7.64362749771222e+00dB,-1.71506255375217e+02°)
8.12830516164086e+04	(7.25535926434293e+00dB,-1.72002282606349e+02°)
8.31763771102658e+04	(6.86647839240899e+00dB,-1.72495269326988e+02°)
8.51138038202363e+04	(6.47700407767327e+00dB,-1.72985397941093e+02°)
8.70963589956067e+04	(6.08695461913314e+00dB,-1.73472853734292e+02°)
8.91250938133731e+04	(5.69634743180743e+00dB,-1.73957824694500e+02°)
9.12010839355895e+04	(5.30519905959593e+00dB,-1.74440501377182e+02°)
9.33254300796976e+04	(4.91352518162245e+00dB,-1.74921076764548e+02°)
9.54992586021420e+04	(4.52134063076510e+00dB,-1.75399746136071e+02°)
9.77237220955795e+04	(4.12865939680330e+00dB,-1.75876706951604e+02°)
9.99999999999984e+04	(3.73549464389829e+00dB,-1.76352158753923e+02°)
1.02329299228074e+05	(3.34185871616305e+00dB,-1.76826303067994e+02°)
1.04712854805088e+05	(2.94776315407499e+00dB,-1.77299343305760e+02°)
1.07151930523759e+05	(2.55321869697600e+00dB,-1.77771484699785e+02°)
1.09647819614317e+05	(2.15823530090885e+00dB,-1.78242934228074e+02°)
1.12201845430195e+05	(1.76282213967759e+00dB,-1.78713900549768e+02°)
1.14815362149686e+05	(1.36698761850046e+00dB,-1.79184593953667e+02°)
1.17489755493951e+05	(9.70739382861317e-01dB,-1.79655226311316e+02°)
1.20226443461739e+05	(5.74084318329108e-01dB,1.79873988970051e+02°)
1.23026877081236e+05	(1.77028568307431e-01dB,1.79402836978026e+02°)
1.25892541179415e+05	(-2.20422471723206e-01dB,1.78931101327452e+02°)
1.28824955169311e+05	(-6.18264139971112e-01dB,1.78458564189331e+02°)
1.31825673855639e+05	(-1.01649251081027e+00dB,1.77985006304415e+02°)
1.34896288259163e+05	(-1.41510438792771e+00dB,1.77510206999556e+02°)
1.38038426460286e+05	(-1.81409730193939e+00dB,1.77033944214037e+02°)
1.41253754462273e+05	(-2.21346950833564e+00dB,1.76555994487187e+02°)
1.44543977074590e+05	(-2.61321999207010e+00dB,1.76076132988330e+02°)
1.47910838816818e+05	(-3.01334845776642e+00dB,1.75594133499079e+02°)
1.51356124843618e+05	(-3.41385534289786e+00dB,1.75109768443059e+02°)
